Index,Name,Area,Review_Date,Rating_attribute,Rating(Out of 10),Review_Text,Review_Year,Review_Month,Cleaned_Review_Text,tokenized_review,sent_token_length,Sentiment_Label,Sentiment_Score
3363,"Vivanta New Delhi, Dwarka","Dwarka, New Delhi",2023-08-01,Nice stay!,8.0,"The room was clean and spacious. The breakfast buffet was delicious, with a variety of options. The staff were attentive and went out of their way to ensure that we were comfortable.",2023,8,room clean spacious breakfast buffet delicious variety option staff attentive went way ensure comfortable,"The room was clean and spacious . The breakfast buffet was delicious , with a variety of options . The staff were attentive and went out of their way to ensure that we were comfortable .",36,5 stars,0.4653054177761078
3364,"Vivanta New Delhi, Dwarka","Dwarka, New Delhi",2023-08-01,Overall good experience and happy stay.,9.0,"Breakfast and dinner were excellent. The hotel was clean and the staff were polite and as such there was no difficulty in check-in. 
The hotel staff were accommodating of my late check in demands. The lobby of hotel was big.",2023,8,breakfast dinner excellent hotel clean staff polite difficulty checkin hotel staff accommodating late check demand lobby hotel big,"Breakfast and dinner were excellent . The hotel was clean and the staff were polite and as such there was no difficulty in check - in . 
 The hotel staff were accommodating of my late check in demands . The lobby of hotel was big .",46,5 stars,0.4557565748691559
3365,"Vivanta New Delhi, Dwarka","Dwarka, New Delhi",2023-06-01,Very good,8.0,Place is good and value for money,2023,6,place good value money,Place is good and value for money,7,4 stars,0.4925588369369507
3366,"Vivanta New Delhi, Dwarka","Dwarka, New Delhi",2023-08-01,Superb,9.0,Staff was friendly and welcoming. Room was spacious and clean. Our daughter enjoyed in the pool,2023,8,staff friendly welcoming room spacious clean daughter enjoyed pool,Staff was friendly and welcoming . Room was spacious and clean . Our daughter enjoyed in the pool,18,4 stars,0.5361083149909973
3367,"Vivanta New Delhi, Dwarka","Dwarka, New Delhi",2023-05-01,Great hotel for short or longer stays in the Airport area (approximately 20-25 min from Terminal 3).,9.0,"Very nice big hotel in the Airport Area, with provide great breakfasts, gym and comfortable rooms. Actually every time I am in Delhi — I always staying in this hotel for few nights between the flights.",2023,5,nice big hotel airport area provide great breakfast gym comfortable room actually every time delhi always staying hotel night flight,"Very nice big hotel in the Airport Area , with provide great breakfasts , gym and comfortable rooms . Actually every time I am in Delhi —   I always staying in this hotel for few nights between the flights .",40,5 stars,0.558889627456665
3368,FabHotel La Ola,"South Delhi, New Delhi",2023-03-01,Exceptional,10.0,"Worst experience,room was provided 8n other building backside",2023,3,worst experienceroom provided n building backside,"Worst experience , room was provided 8 n other building backside",11,1 star,0.769658088684082
3369,FabHotel La Ola,"South Delhi, New Delhi",2023-07-01,Superb,9.0,Good Location and cleanliness,2023,7,good location cleanliness,Good Location and cleanliness,4,4 stars,0.5463701486587524
3370,FabHotel La Ola,"South Delhi, New Delhi",2023-07-01,Superb,9.0,The staff at Discover Resorts were friendly and helpful,2023,7,staff discover resort friendly helpful,The staff at Discover Resorts were friendly and helpful,9,5 stars,0.5537845492362976
3371,FabHotel La Ola,"South Delhi, New Delhi",2023-06-01,Very poor,2.0,The hotel service not good and hotel price is very high for value.,2023,6,hotel service good hotel price high value,The hotel service not good and hotel price is very high for value .,14,5 stars,0.5194205641746521
3372,FabHotel La Ola,"South Delhi, New Delhi",2023-06-01,Exceptional,10.0,"very good experience extremely good facilities,",2023,6,good experience extremely good facility,"very good experience extremely good facilities ,",7,5 stars,0.5845929384231567
3373,FabHotel La Ola,"South Delhi, New Delhi",2023-06-01,Exceptional,10.0,food was amazing and the room services were great,2023,6,food amazing room service great,food was amazing and the room services were great,9,5 stars,0.7531922459602356
3374,FabHotel La Ola,"South Delhi, New Delhi",2023-05-01,Exceptional,10.0,Nice breakfast and friendly staff.good if you want to stay,2023,5,nice breakfast friendly staffgood want stay,Nice breakfast and friendly staff . good if you want to stay,12,4 stars,0.5023436546325684
3375,FabHotel La Ola,"South Delhi, New Delhi",2023-04-01,Would not recommend. Won't go again.,4.0,Location was okay. Staff was nice.,2023,4,location okay staff nice,Location was okay . Staff was nice .,8,3 stars,0.6259360909461975
3376,FabHotel La Ola,"South Delhi, New Delhi",2023-03-01,Not worth the price,5.0,"The bed was comfortable, the staff was friendly",2023,3,bed comfortable staff friendly,"The bed was comfortable , the staff was friendly",9,4 stars,0.5075421333312988
3377,FabHotel La Ola,"South Delhi, New Delhi",2023-02-01,"For the price, it's way below the mark. Everything is old fashioned and many stuff don't work.",4.0,"The Morning Breakfast
But that is chargable",2023,2,morning breakfast chargable,"The Morning Breakfast 
 But that is chargable",7,5 stars,0.44871756434440613
3378,J House near Bhikaji,"South Delhi, New Delhi",2023-02-01,"Great value, friendly people. Totally recommended.",10.0,"J House was a very nice place to stay in. The staff were very welcoming and friendly, check in took 5 minutes and we got our room which was very clean and tidy. It was a great deal compared to the price paid. It was very quiet and you can get a very good sleep after a long day roaming Delhi. Would totally recommend this place.",2023,2,j house nice place stay staff welcoming friendly check took minute got room clean tidy great deal compared price paid quiet get good sleep long day roaming delhi would totally recommend place,"J House was a very nice place to stay in . The staff were very welcoming and friendly , check in took 5 minutes and we got our room which was very clean and tidy . It was a great deal compared to the price paid . It was very quiet and you can get a very good sleep after a long day roaming Delhi . Would totally recommend this place .",72,4 stars,0.4703924357891083
3379,J House near Bhikaji,"South Delhi, New Delhi",2023-08-01,Exceptional,10.0,Open space on trace was the best with the plane landing view,2023,8,open space trace best plane landing view,Open space on trace was the best with the plane landing view,12,5 stars,0.6432448029518127
3380,J House near Bhikaji,"South Delhi, New Delhi",2023-08-01,Very good,8.0,"I stayed only 1 night. It was fine: clean, comfy, close to the airport.",2023,8,stayed night fine clean comfy close airport,"I stayed only 1 night . It was fine : clean , comfy , close to the airport .",19,4 stars,0.46875426173210144
3381,J House near Bhikaji,"South Delhi, New Delhi",2023-08-01,Exceptional,10.0,I had a lovely time at Jhouse and appreciated how well the staff looked after me. The roof top is amazing and if it wasn’t so hot I would have spent my entire time there.,2023,8,lovely time jhouse appreciated well staff looked roof top amazing wasnt hot would spent entire time,I had a lovely time at Jhouse and appreciated how well the staff looked after me . The roof top is amazing and if it wasn ’ t so hot I would have spent my entire time there .,39,4 stars,0.44667544960975647
3382,J House near Bhikaji,"South Delhi, New Delhi",2023-05-01,Good place for the female traveler,8.0,"Excellent staff, the boy always wear the smile and willing to help 
Safe place for the female travelers",2023,5,excellent staff boy always wear smile willing help safe place female traveler,"Excellent staff , the boy always wear the smile and willing to help 
 Safe place for the female travelers",19,5 stars,0.8179658651351929
3383,J House near Bhikaji,"South Delhi, New Delhi",2023-08-01,Clean and comfortable stay,10.0,Comfortable stay. Among many hostels i find J house very clean. You get to meet like minded travelers as well. Staffs are very supportive.,2023,8,comfortable stay among many hostel find j house clean get meet like minded traveler well staff supportive,Comfortable stay . Among many hostels i find J house very clean . You get to meet like minded travelers as well . Staffs are very supportive .,28,4 stars,0.4871937334537506
3384,J House near Bhikaji,"South Delhi, New Delhi",2023-08-01,Helpful Staffs,10.0,Everything. Ujjol and shwapan dada is very helpful and friendly. If possible in summer extend air conditioner timing please. Thank you!,2023,8,everything ujjol shwapan dada helpful friendly possible summer extend air conditioner timing please thank,Everything . Ujjol and shwapan dada is very helpful and friendly . If possible in summer extend air conditioner timing please . Thank you !,25,5 stars,0.45627954602241516
3385,J House near Bhikaji,"South Delhi, New Delhi",2023-08-01,Superb,9.0,"We stayed in the deluxe room, which was extremely comfy, a good sized bathroom and nicely decorated.  Lovely having kettle & coffee, chai sachets + freely available cold water. The staff were super friendly and helpful. The kitchen had everything you could need - stove, micro, toaster, fridge, plates, cutlery and was clean and tidy. The common room was comfy with some books/guitar, but as everyone else says, the rooftop was the highlight with the plants, comfy seats, fans & plants  - loved sitting there to read or eat one of our many Zomato orders. The hostel is located in a typical Indian neighborhood which I found fab, loved seeing the hustle & bustle. It's pretty close to the airport which is handy, and quite a few attractions.",2023,8,stayed deluxe room extremely comfy good sized bathroom nicely decorated lovely kettle coffee chai sachet freely available cold water staff super friendly helpful kitchen everything could need stove micro toaster fridge plate cutlery clean tidy common room comfy booksguitar everyone else say rooftop highlight plant comfy seat fan plant loved sitting read eat one many zomato order hostel located typical indian neighborhood found fab loved seeing hustle bustle pretty close airport handy quite attraction,"We stayed in the deluxe room , which was extremely comfy , a good sized bathroom and nicely decorated . Lovely having kettle & coffee , chai sachets + freely available cold water . The staff were super friendly and helpful . The kitchen had everything you could need - stove , micro , toaster , fridge , plates , cutlery and was clean and tidy . The common room was comfy with some books / guitar , but as everyone else says , the rooftop was the highlight with the plants , comfy seats , fans & plants - loved sitting there to read or eat one of our many Zomato orders . The hostel is located in a typical Indian neighborhood which I found fab , loved seeing the hustle & bustle . It ' s pretty close to the airport which is handy , and quite a few attractions .",153,4 stars,0.4774240553379059
3386,J House near Bhikaji,"South Delhi, New Delhi",2023-08-01,Superb,9.0,"The rooftop is really nice.
My room was good too",2023,8,rooftop really nice room good,"The rooftop is really nice . 
 My room was good too",11,4 stars,0.4731942117214203
3387,J House near Bhikaji,"South Delhi, New Delhi",2023-08-01,Superb,9.0,"The personnel is really friendly and helpfull.
The location is good, the accomodation is nice",2023,8,personnel really friendly helpfull location good accomodation nice,"The personnel is really friendly and helpfull . 
 The location is good , the accomodation is nice",17,4 stars,0.5082763433456421
3388,Happy Residency,"South Delhi, New Delhi",2023-07-01,Poor,3.0,Nothing.,2023,7,nothing,Nothing .,2,1 star,0.5965233445167542
3389,Pullman New Delhi Aerocity- International Airport,"South West, New Delhi",2023-07-01,Exceptional,10.0,Great hotel with great facilities and staff. The room was very comfortable and clean. Food was good and everything else looked fine. The staff was happy to help us with everything we needed.,2023,7,great hotel great facility staff room comfortable clean food good everything else looked fine staff happy help u everything needed,Great hotel with great facilities and staff . The room was very comfortable and clean . Food was good and everything else looked fine . The staff was happy to help us with everything we needed .,37,5 stars,0.6857966780662537
3390,Pullman New Delhi Aerocity- International Airport,"South West, New Delhi",2023-08-01,Very good,8.0,Great location for the airport and aero city food court,2023,8,great location airport aero city food court,Great location for the airport and aero city food court,10,5 stars,0.6045735478401184
3391,Pullman New Delhi Aerocity- International Airport,"South West, New Delhi",2023-08-01,Good Comfortable,8.0,"Well additional lights shd be added on the ceiling,  as it is not adequate .",2023,8,well additional light shd added ceiling adequate,"Well additional lights shd be added on the ceiling , as it is not adequate .",16,4 stars,0.45895516872406006
3392,Pullman New Delhi Aerocity- International Airport,"South West, New Delhi",2023-08-01,Very good,8.0,"I would like to give special shout out to GR Team (Khushboo , Ananyya and one more girl I don't remember the name.) So it was our Anniversary HK Team went beyond to make us more happy. Special Thanks to Sujeet Executive and his team .After that we wentt to Executive Lounge -Soanim and Aakash were showstopper.  Then in the Breakfast Ravi Chef took our best care .soo thankyouu soo much guys for this lovee",2023,8,would like give special shout gr team khushboo ananyya one girl dont remember name anniversary hk team went beyond make u happy special thanks sujeet executive team wentt executive lounge soanim aakash showstopper breakfast ravi chef took best care soo thankyouu soo much guy lovee,"I would like to give special shout out to GR Team ( Khushboo , Ananyya and one more girl I don ' t remember the name . ) So it was our Anniversary HK Team went beyond to make us more happy . Special Thanks to Sujeet Executive and his team . After that we wentt to Executive Lounge - Soanim and Aakash were showstopper . Then in the Breakfast Ravi Chef took our best care . soo thankyouu soo much guys for this lovee",85,5 stars,0.32216501235961914
3393,Pullman New Delhi Aerocity- International Airport,"South West, New Delhi",2023-06-01,Overall a lovely experience,9.0,"Bedroom was large, nicely decorated & very comfortable - the bathroom contained a large Stark bathtub which is rare anywhere in India & was bliss!",2023,6,bedroom large nicely decorated comfortable bathroom contained large stark bathtub rare anywhere india bliss,"Bedroom was large , nicely decorated & very comfortable - the bathroom contained a large Stark bathtub which is rare anywhere in India & was bliss !",27,5 stars,0.46059364080429077
3394,Pullman New Delhi Aerocity- International Airport,"South West, New Delhi",2023-08-01,"Intense, rewarding and fun",8.0,The Pullman property itself boasts of beautiful architecture and design and there can be no denying of its beauty. The staff were absolutely incredible and attentive. The communication was fantastic for everything from checkout to breakfast to room service and other facilities. We felt welcomed in the true sense of the word. The vibe and ambience was cozy and eclectic. We enjoyed the beautiful spread at the buffet breakfast and the edgy architecture in the chill out space.,2023,8,pullman property boast beautiful architecture design denying beauty staff absolutely incredible attentive communication fantastic everything checkout breakfast room service facility felt welcomed true sense word vibe ambience cozy eclectic enjoyed beautiful spread buffet breakfast edgy architecture chill space,The Pullman property itself boasts of beautiful architecture and design and there can be no denying of its beauty . The staff were absolutely incredible and attentive . The communication was fantastic for everything from checkout to breakfast to room service and other facilities . We felt welcomed in the true sense of the word . The vibe and ambience was cozy and eclectic . We enjoyed the beautiful spread at the buffet breakfast and the edgy architecture in the chill out space .,84,5 stars,0.7517286539077759
3395,Pullman New Delhi Aerocity- International Airport,"South West, New Delhi",2023-07-01,Nice,8.0,Bathroom was super clean. Check-out was fast,2023,7,bathroom super clean checkout fast,Bathroom was super clean . Check - out was fast,10,5 stars,0.6785009503364563
3396,Pullman New Delhi Aerocity- International Airport,"South West, New Delhi",2023-07-01,Had a great family time,9.0,"Amazingly maintained property, exceptionally clean, extremely hospitable staff. In a service industry which is deteriorating by the day, the hotel and staff is working hard towards customer delight. It is my anniversary week and the hotel ensured I had a smooth checkin and the room was provided as per our specifications. Travelling with a baby was made easy with the very supportive staff both in the lobby and the resident floors.",2023,7,amazingly maintained property exceptionally clean extremely hospitable staff service industry deteriorating day hotel staff working hard towards customer delight anniversary week hotel ensured smooth checkin room provided per specification travelling baby made easy supportive staff lobby resident floor,"Amazingly maintained property , exceptionally clean , extremely hospitable staff . In a service industry which is deteriorating by the day , the hotel and staff is working hard towards customer delight . It is my anniversary week and the hotel ensured I had a smooth checkin and the room was provided as per our specifications . Travelling with a baby was made easy with the very supportive staff both in the lobby and the resident floors .",78,5 stars,0.7947683930397034
3397,Pullman New Delhi Aerocity- International Airport,"South West, New Delhi",2023-07-01,Excellent Stay,9.0, · I had issues multiple time with by billing  on food and stay,2023,7,issue multiple time billing food stay,  ·   I had issues multiple time with by billing on food and stay,13,3 stars,0.25748497247695923
3398,Pullman New Delhi Aerocity- International Airport,"South West, New Delhi",2023-07-01,"If you're staying near the airport, this is probably the place to stay.",8.0,"The rooms were quiet, the facilities were clean and the beds were very comfortable.",2023,7,room quiet facility clean bed comfortable,"The rooms were quiet , the facilities were clean and the beds were very comfortable .",16,4 stars,0.5138271450996399
3399,Hotel Raaso Inn Laxmi nagar By The Arrow,"East Delhi, New Delhi",2023-08-01,Pleasant,6.0,Beds are good,2023,8,bed good,Beds are good,3,4 stars,0.46828779578208923
3400,Frank Stay By Hotel Preet in 05 mints walking Distance Nizamuddin Railway Station,"South Delhi, New Delhi",2023-08-01,Exceptional,10.0,Their staff is really friendly and welcoming. Rooms and washrooms are clean and their foods are excellent. Better than expected. Near Railway Station.,2023,8,staff really friendly welcoming room washroom clean food excellent better expected near railway station,Their staff is really friendly and welcoming . Rooms and washrooms are clean and their foods are excellent . Better than expected . Near Railway Station .,27,5 stars,0.6098373532295227
3401,Frank Stay By Hotel Preet in 05 mints walking Distance Nizamuddin Railway Station,"South Delhi, New Delhi",2023-08-01,Superb,9.0,Very clean. Staff is very friendly and high mannered.,2023,8,clean staff friendly high mannered,Very clean . Staff is very friendly and high mannered .,11,5 stars,0.5740518569946289
3402,Frank Stay By Hotel Preet in 05 mints walking Distance Nizamuddin Railway Station,"South Delhi, New Delhi",2023-08-01,Superb,9.0,I had a wonderful experience at the hotel and very friendly staff.,2023,8,wonderful experience hotel friendly staff,I had a wonderful experience at the hotel and very friendly staff .,13,5 stars,0.7213096022605896
3403,Frank Stay By Hotel Preet in 05 mints walking Distance Nizamuddin Railway Station,"South Delhi, New Delhi",2023-08-01,Exceptional,10.0,Food is really nice. Friendly staff. Very supportive staff.,2023,8,food really nice friendly staff supportive staff,Food is really nice . Friendly staff . Very supportive staff .,12,4 stars,0.4976028501987457
3404,Frank Stay By Hotel Preet in 05 mints walking Distance Nizamuddin Railway Station,"South Delhi, New Delhi",2023-08-01,Exceptional,10.0,"Nice hôtel, close to a market place!
Very nice staff, really hepfull",2023,8,nice htel close market place nice staff really hepfull,"Nice h ô tel , close to a market place ! 
 Very nice staff , really hepfull",17,5 stars,0.4592505395412445
3405,Frank Stay By Hotel Preet in 05 mints walking Distance Nizamuddin Railway Station,"South Delhi, New Delhi",2023-08-01,Very good,8.0, · Room ventilation is not proper.,2023,8,room ventilation proper,  ·   Room ventilation is not proper .,7,4 stars,0.3217162787914276
3406,Frank Stay By Hotel Preet in 05 mints walking Distance Nizamuddin Railway Station,"South Delhi, New Delhi",2023-08-01,Awesome ❤️,10.0,Very good management and staff were very helpful Location was near by nizamuddin railway station,2023,8,good management staff helpful location near nizamuddin railway station,Very good management and staff were very helpful Location was near by nizamuddin railway station,15,4 stars,0.5399323105812073
3407,Frank Stay By Hotel Preet in 05 mints walking Distance Nizamuddin Railway Station,"South Delhi, New Delhi",2023-08-01,Good value for money hotel with nice spacious family room,8.0,Our family room was spacious and clean.  The staff were nice and service oriented. Room service was also good,2023,8,family room spacious clean staff nice service oriented room service also good,Our family room was spacious and clean . The staff were nice and service oriented . Room service was also good,21,4 stars,0.5754536986351013
3408,Frank Stay By Hotel Preet in 05 mints walking Distance Nizamuddin Railway Station,"South Delhi, New Delhi",2023-08-01,Superb,9.0,"Rooms are very nice here. The most important thing which i liked here is food and service, staff is very professional and helpful. Also i noticed that they have maintained good hygiene.",2023,8,room nice important thing liked food service staff professional helpful also noticed maintained good hygiene,"Rooms are very nice here . The most important thing which i liked here is food and service , staff is very professional and helpful . Also i noticed that they have maintained good hygiene .",36,4 stars,0.5464460253715515
3409,Frank Stay By Hotel Preet in 05 mints walking Distance Nizamuddin Railway Station,"South Delhi, New Delhi",2023-08-01,Exceptional,10.0,Service and embience,2023,8,service embience,Service and embience,3,5 stars,0.41937255859375
3410,The Orion Plaza - Nehru Place,"South Delhi, New Delhi",2022-11-01,Good,7.0,"Très proche du métro.
Bien insonorisé du bruyant boulevard.
Restauration 24/7.",2022,11,trs proche du mtro bien insonoris du bruyant boulevard restauration,"Tr è s proche du m é tro . 
 Bien insonoris é du bruyant boulevard . 
 Restauration 24 / 7 .",21,3 stars,0.24453331530094147
3411,The Orion Plaza - Nehru Place,"South Delhi, New Delhi",2023-08-01,Pleasant,6.0,Comfy beds. Good sized room.,2023,8,comfy bed good sized room,Comfy beds . Good sized room .,7,4 stars,0.5068260431289673
3412,The Orion Plaza - Nehru Place,"South Delhi, New Delhi",2023-07-01,We can believe in Booking.com,8.0,"Room service  is good, the room was cleaned daily arranging the bed neat and clean",2023,7,room service good room cleaned daily arranging bed neat clean,"Room service is good , the room was cleaned daily arranging the bed neat and clean",16,4 stars,0.5696015357971191
3413,The Orion Plaza - Nehru Place,"South Delhi, New Delhi",2023-04-01,Overall good,7.0,Breakfast menu can be improved.,2023,4,breakfast menu improved,Breakfast menu can be improved .,6,3 stars,0.30970489978790283
3414,The Orion Plaza - Nehru Place,"South Delhi, New Delhi",2023-02-01,Good,7.0,Nice buffet breakfast.,2023,2,nice buffet breakfast,Nice buffet breakfast .,4,4 stars,0.48781153559684753
3415,The Orion Plaza - Nehru Place,"South Delhi, New Delhi",2023-02-01,Pleasant,6.0," · you took approx 5000/- more for large superior twin room compared to Deluxe room. But there is no such superior room at hotel. So kindly refund the excess. I have complained at property and this your app three times. if I don’t get proper reply and refund by tomorrow, I will go to consumer court.",2023,2,took approx large superior twin room compared deluxe room superior room hotel kindly refund excess complained property app three time dont get proper reply refund tomorrow go consumer court,"  ·   you took approx 5000 / - more for large superior twin room compared to Deluxe room . But there is no such superior room at hotel . So kindly refund the excess . I have complained at property and this your app three times . if I don ’ t get proper reply and refund by tomorrow , I will go to consumer court .",66,1 star,0.5027098655700684
3416,The Orion Plaza - Nehru Place,"South Delhi, New Delhi",2023-01-01,"Cleanliness is ok, acoustic isolation is great, position is good, staff is helpful and friendly.",6.0,"It was silent, even if the hotel is on a huge road. That was a really nice surprise!
They let me leave my baggage after my check out
There were complimentary water, tea, and coffee
They substituted straight away the dusty kettle when I asked to",2023,1,silent even hotel huge road really nice surprise let leave baggage check complimentary water tea coffee substituted straight away dusty kettle asked,"It was silent , even if the hotel is on a huge road . That was a really nice surprise ! 
 They let me leave my baggage after my check out 
 There were complimentary water , tea , and coffee 
 They substituted straight away the dusty kettle when I asked to",51,5 stars,0.5331686735153198
3417,The Orion Plaza - Nehru Place,"South Delhi, New Delhi",2023-01-01,Very good,8.0,Ok,2023,1,ok,Ok,1,3 stars,0.49511444568634033
3418,The Orion Plaza - Nehru Place,"South Delhi, New Delhi",2022-12-01,a little expensive for the price,6.0,The location was perfect,2022,12,location perfect,The location was perfect,4,5 stars,0.6669942736625671
3419,The Orion Plaza - Nehru Place,"South Delhi, New Delhi",2022-11-01,"Good, pleasant and comfortable stay",8.0,"Check in was very swift and well managed Mr. sagar at the reception is very efficient, Room is spacious, food needs to be improved",2022,11,check swift well managed mr sagar reception efficient room spacious food need improved,"Check in was very swift and well managed Mr . sagar at the reception is very efficient , Room is spacious , food needs to be improved",27,5 stars,0.5155000686645508
3420,Hotel Love Inn kirti nagar metro,"West Delhi, New Delhi",2023-08-01,Very good,8.0,"Hotel was very Good. Room was decent, staff behaviour also good.  Overall my experience in hotel was very fine.",2023,8,hotel good room decent staff behaviour also good overall experience hotel fine,"Hotel was very Good . Room was decent , staff behaviour also good . Overall my experience in hotel was very fine .",23,4 stars,0.6009566783905029
3421,The Desire Hostel,"Malviya Nagar, New Delhi",2023-03-01,Exceptional,10.0,"Amazing experience with staff and people who reside in . Loved the aura of the place.
Definitely will choose to stay here again",2023,3,amazing experience staff people reside loved aura place definitely choose stay,"Amazing experience with staff and people who reside in . Loved the aura of the place . 
 Definitely will choose to stay here again",24,5 stars,0.7837826609611511
3422,The Desire Hostel,"Malviya Nagar, New Delhi",2023-07-01,It's really what you call value for money.,9.0,"It does not feel crowded even sharing the room amongst 8 people, well maintained rooms and clean bathrooms, overall value for money.",2023,7,feel crowded even sharing room amongst people well maintained room clean bathroom overall value money,"It does not feel crowded even sharing the room amongst 8 people , well maintained rooms and clean bathrooms , overall value for money .",25,4 stars,0.3935700058937073
3423,The Desire Hostel,"Malviya Nagar, New Delhi",2023-07-01,I enjoyed everything about my stay at The Desire Hotel and met some lovely people as a bonus!,9.0,"The reception staff was very nice, the bathroom was clean and dry... so nice!",2023,7,reception staff nice bathroom clean dry nice,"The reception staff was very nice , the bathroom was clean and dry . . . so nice !",19,4 stars,0.5060943961143494
3424,The Desire Hostel,"Malviya Nagar, New Delhi",2023-06-01,Good,7.0,"The reception/lobby area was noisy at times. I would suggest everyone to wear ear plugs if you don’t like the sound. 
Rohit bhai is the best. Whatever you need just ask him. He will somehow solve your problem 100%.",2023,6,receptionlobby area noisy time would suggest everyone wear ear plug dont like sound rohit bhai best whatever need ask somehow solve problem,"The reception / lobby area was noisy at times . I would suggest everyone to wear ear plugs if you don ’ t like the sound . 
 Rohit bhai is the best . Whatever you need just ask him . He will somehow solve your problem 100 % .",49,1 star,0.3819342851638794
3425,The Desire Hostel,"Malviya Nagar, New Delhi",2023-05-01,Very good place to stay in Delhi,8.0,"I have stayed in this place for multiple times, I must say it's a very nice place, safe and sound neighborhood, and the staffs are amazing, specially Mr. Rohit is a kind and helpful gentleman! Keep up the good spirit guys, I would definitely visit again!",2023,5,stayed place multiple time must say nice place safe sound neighborhood staff amazing specially mr rohit kind helpful gentleman keep good spirit guy would definitely visit,"I have stayed in this place for multiple times , I must say it ' s a very nice place , safe and sound neighborhood , and the staffs are amazing , specially Mr . Rohit is a kind and helpful gentleman ! Keep up the good spirit guys , I would definitely visit again !",56,5 stars,0.5227915048599243
3426,The Desire Hostel,"Malviya Nagar, New Delhi",2023-05-01,"Good hostel, nice place to be",9.0,Nice friendly staff. Always polite and willing to help. Clean rooms. Would definetly recommend going here. Thank you for the amazing time.,2023,5,nice friendly staff always polite willing help clean room would definetly recommend going thank amazing time,Nice friendly staff . Always polite and willing to help . Clean rooms . Would definetly recommend going here . Thank you for the amazing time .,27,5 stars,0.4860006272792816
3427,The Desire Hostel,"Malviya Nagar, New Delhi",2023-03-01,Feels like home away  from home.,9.0,Nice ambience. Positive vibes. Staff behaviour is good specially Rohit is well behaved and hard working guy. I came to stay for one day but stayed longer.,2023,3,nice ambience positive vibe staff behaviour good specially rohit well behaved hard working guy came stay one day stayed longer,Nice ambience . Positive vibes . Staff behaviour is good specially Rohit is well behaved and hard working guy . I came to stay for one day but stayed longer .,31,4 stars,0.40102770924568176
3428,The Desire Hostel,"Malviya Nagar, New Delhi",2023-04-01,Very good,8.0,"Location is accessible, pocket friendly it just exceeded my expectations. Lovely place to visit.",2023,4,location accessible pocket friendly exceeded expectation lovely place visit,"Location is accessible , pocket friendly it just exceeded my expectations . Lovely place to visit .",17,4 stars,0.46370452642440796
3429,The Desire Hostel,"Malviya Nagar, New Delhi",2023-03-01,Economical and good location.,8.0," · Breakfast wasn't available, even when it was written that it was included.",2023,3,breakfast wasnt available even written included,"  ·   Breakfast wasn ' t available , even when it was written that it was included .",17,1 star,0.605294942855835
3430,The Desire Hostel,"Malviya Nagar, New Delhi",2023-02-01,Had a great time and made many friends.,9.0,The hostel environment was friendl. The employees are ready to help you whenever you approach them.,2023,2,hostel environment friendl employee ready help whenever approach,The hostel environment was friendl . The employees are ready to help you whenever you approach them .,18,4 stars,0.40942203998565674
3431,Hotel Raj Hans Dx,"Paharganj, New Delhi",2022-10-01,Good,7.0,Paid extra money 649 instead of 449,2022,10,paid extra money instead,Paid extra money 649 instead of 449,7,1 star,0.5333065986633301
3432,Hotel Raj Hans Dx,"Paharganj, New Delhi",2022-01-01,Passable,5.0,"The staff behavior was not nice... I visited the property after confirmed booking for early check in but when i reached there the hotel staff told me to pay extra money for early chrck in.. Then i told them that, let me call the booking. Com customer care.. Then he reduced the money.",2022,1,staff behavior nice visited property confirmed booking early check reached hotel staff told pay extra money early chrck told let call booking com customer care reduced money,"The staff behavior was not nice . . . I visited the property after confirmed booking for early check in but when i reached there the hotel staff told me to pay extra money for early chrck in . . Then i told them that , let me call the booking . Com customer care . . Then he reduced the money .",63,1 star,0.40984418988227844
3433,Hotel Raj Hans Dx,"Paharganj, New Delhi",2023-08-01,Bad,1.0,Very bad rooms conditions..,2023,8,bad room condition,Very bad rooms conditions . .,6,1 star,0.554939866065979
3434,Hotel Raj Hans Dx,"Paharganj, New Delhi",2023-08-01,Bad,1.0, · After booking they said.. Room not available.. Given another hotel at higher rate,2023,8,booking said room available given another hotel higher rate,  ·   After booking they said . . Room not available . . Given another hotel at higher rate,18,3 stars,0.2769906222820282
3435,Hotel Raj Hans Dx,"Paharganj, New Delhi",2023-08-01,"Thired class, froud people,  not good for family and couples.they have gone inside there hotel.",1.0,"Nothing they all are goones.
Please don't go to this hotel ever. They thug people.
I booked in their hotel and when I arrive at night they said they have no room available and I have to go out and search rooms at night 2AM in Delhi.",2023,8,nothing goones please dont go hotel ever thug people booked hotel arrive night said room available go search room night delhi,"Nothing they all are goones . 
 Please don ' t go to this hotel ever . They thug people . 
 I booked in their hotel and when I arrive at night they said they have no room available and I have to go out and search rooms at night 2 AM in Delhi .",54,1 star,0.7659061551094055
3436,Hotel Raj Hans Dx,"Paharganj, New Delhi",2023-08-01,Chuttiya hotel nd staff,1.0,"Chuttiya hotel
Staff bi chuttiya",2023,8,chuttiya hotel staff bi chuttiya,"Chuttiya hotel 
 Staff bi chuttiya",5,3 stars,0.2927965521812439
3437,Hotel Raj Hans Dx,"Paharganj, New Delhi",2023-08-01,Worst experience ever in my hospitality life,1.0,Nothing was there to like.My experience was horrible.,2023,8,nothing likemy experience horrible,Nothing was there to like . My experience was horrible .,11,1 star,0.8631351590156555
